Slip Angle,Lateral Force,Normal Force
-0.174,538.13,-215.39
-0.174,529.83,-213.05
-0.173,525.67,-210.58
-0.173,527.31,-211.13
-0.172,534.79,-209.87
-0.171,542.99,-211.36
-0.171,551.19,-212.84
-0.17,557.4,-216.67
-0.17,561.05,-216.67
-0.169,560.75,-220.45
-0.168,555.39,-219.14
-0.167,546.83,-219.98
-0.167,536.57,-216.87
-0.166,529.27,-214.7
-0.165,524.92,-209.85
-0.164,529.81,-210.33
-0.164,536,-211.43
-0.163,544.67,-213.32
-0.162,551.94,-214.42
-0.161,557.59,-216.68
-0.161,559.59,-219.46
-0.16,558.77,-221.09
-0.159,552.8,-218.61
-0.158,543.06,-218.8
-0.158,531.11,-214.84
-0.157,524.52,-212.89
-0.156,525.67,-210.61
-0.156,529.95,-208.28
-0.155,538.83,-212.54
-0.154,545.75,-213.85
-0.154,551.81,-214.63
-0.153,555.66,-215.63
-0.153,552.57,-217.5
-0.152,550.44,-218.19
-0.151,543.59,-217.83
-0.151,533.82,-216.41
-0.15,524.82,-214.08
-0.149,520.96,-212.02
-0.148,524.3,-209.35
-0.148,534.16,-208.71
-0.147,541.59,-211.18
-0.146,548.61,-213.21
-0.145,553.34,-218.11
-0.145,557.01,-218.61
-0.144,554.9,-219.25
-0.143,550.03,-220.1
-0.142,541.5,-220.46
-0.142,530.57,-217.52
-0.141,522.77,-211.9
-0.14,522.31,-212.34
-0.14,527.94,-211.53
-0.139,535.42,-211.85
-0.138,543.85,-214.19
-0.137,549.27,-214.41
-0.137,552.1,-217.42
-0.136,551.99,-218.94
-0.136,549.02,-221.83
-0.135,542.25,-219.47
-0.134,532.54,-216.53
-0.134,522.93,-214.35
-0.133,518.14,-213.82
-0.133,520.08,-209.33
-0.132,526.49,-213.01
-0.131,536.26,-210.69
-0.13,543.71,-215.39
-0.129,548.44,-216.34
-0.129,549.15,-218.06
-0.128,547.84,-221.35
-0.127,541.56,-220.43
-0.127,534.62,-218.84
-0.126,523.74,-217.82
-0.125,515.29,-214.01
-0.124,514.6,-209.7
-0.124,519.47,-209.84
-0.123,529.34,-210.54
-0.123,538.18,-211.46
-0.122,542.19,-214.43
-0.121,546.53,-219.05
-0.12,545.16,-220.53
-0.12,541.65,-223.24
-0.119,532.35,-222.84
-0.119,522.96,-218.29
-0.118,513.97,-214.25
-0.117,508.91,-211.58
-0.116,513.58,-212.85
-0.116,520.16,-211.39
-0.115,528.45,-213.41
-0.114,535.49,-214.7
-0.114,538.85,-217.43
-0.113,538.89,-217.73
-0.112,536,-221.78
-0.111,533.48,-222.25
-0.111,524.93,-219.98
-0.11,516.75,-218.43
-0.109,509.84,-213.51
-0.109,509.46,-211.25
-0.108,511.22,-211.95
-0.107,518.92,-212.85
-0.106,524.46,-214.77
-0.106,529.18,-216.9
-0.105,530.68,-219.96
-0.104,531.12,-222.12
-0.103,530.72,-222.17
-0.103,525.79,-220.79
-0.102,518.46,-220.52
-0.102,509.12,-215.3
-0.101,502.75,-213.88
-0.1,502.86,-213.43
-0.099,506.67,-211.88
-0.099,513.18,-213.51
-0.098,518.99,-214.61
-0.097,525.67,-219.02
-0.097,526.94,-217.93
-0.096,523.73,-220.92
-0.095,518.67,-219.04
-0.095,509.23,-220.19
-0.094,498.36,-216.55
-0.093,490.63,-213.58
-0.092,487.9,-210.35
-0.092,491.27,-210.91
-0.091,498.14,-211.4
-0.09,506.53,-214.07
-0.09,512.75,-215.53
-0.089,516.22,-217.58
-0.088,516.87,-219.27
-0.088,513.87,-219.43
-0.087,506.31,-220.76
-0.086,498.12,-220.28
-0.086,488.35,-216.75
-0.085,482.44,-213.61
-0.084,481.69,-212.84
-0.084,487.22,-214.38
-0.083,494.75,-213.5
-0.082,503.05,-215.66
-0.081,506.6,-218.93
-0.081,506.99,-217.03
-0.08,503.45,-221.44
-0.079,496.73,-220.33
-0.079,487.09,-220.94
-0.078,477.33,-219.79
-0.077,468.39,-215.48
-0.076,465.1,-211.34
-0.076,468.75,-211.63
-0.075,475.69,-211.18
-0.074,481.75,-213.62
-0.074,484.99,-214.02
-0.073,486.31,-217.13
-0.072,483.62,-219.1
-0.072,480.21,-221.86
-0.071,472.05,-220.38
-0.07,463.51,-220.6
-0.069,456.76,-217.35
-0.069,449.94,-211.39
-0.068,449.81,-211.77
-0.067,453.43,-212.53
-0.067,458.95,-214.2
-0.066,462.08,-211.93
-0.066,464.28,-217.11
-0.065,465.76,-219.75
-0.064,462.72,-219.88
-0.063,456.7,-221.39
-0.063,449.26,-217.4
-0.062,439.36,-217.17
-0.061,430.4,-211.88
-0.061,425.74,-211.54
-0.06,425.76,-209.05
-0.059,429.31,-210.16
-0.058,432.69,-214.56
-0.057,436.72,-214.15
-0.057,437.26,-217.7
-0.056,435.34,-217.29
-0.055,431.43,-220.47
-0.055,423.64,-219.31
-0.054,413.97,-217.37
-0.053,405.18,-212.98
-0.053,398.77,-211.54
-0.052,396.86,-210.14
-0.051,398.1,-210.8
-0.051,402.91,-211.5
-0.05,405.44,-214.98
-0.049,407.07,-215.64
-0.049,406.33,-217.17
-0.048,400.82,-220.26
-0.048,394.77,-218.3
-0.046,385.74,-217.44
-0.046,374.62,-213.09
-0.045,366.16,-210.85
-0.044,362.12,-212.16
-0.044,363.32,-211.22
-0.043,365.66,-209.3
-0.042,368.18,-213.85
-0.042,369.66,-212.9
-0.041,369.1,-213.16
-0.04,363.59,-218.41
-0.04,357.55,-218.11
-0.039,346.9,-218.26
-0.038,338.12,-212.93
-0.037,329.34,-210.42
-0.037,321.37,-207.41
-0.036,320.15,-206.21
-0.035,321.6,-206.31
-0.035,323.24,-208.29
-0.034,324.51,-209.57
-0.033,322.33,-213.09
-0.033,317.46,-213.68
-0.032,311.15,-213.99
-0.031,303.58,-215.78
-0.03,295.42,-213.53
-0.03,288.64,-210.28
-0.029,281.46,-206.95
-0.028,277.64,-206.75
-0.028,275.36,-206.44
-0.027,274.73,-209.06
-0.026,273.97,-210.47
-0.025,270.46,-210.43
-0.025,265.74,-212.22
-0.024,260.87,-214.46
-0.023,253.94,-213.85
-0.023,246.53,-212.43
-0.022,238.86,-211.77
-0.021,229.06,-208.27
-0.02,223.53,-204.03
-0.02,217.96,-204.84
-0.019,216.83,-206.74
-0.019,212.67,-209.1
-0.018,209.17,-208.68
-0.017,203.71,-209.6
-0.017,195.45,-208.59
-0.016,189.66,-211.85
-0.016,180.7,-211.97
-0.015,171.1,-210.41
-0.014,163.48,-208.95
-0.014,155.08,-206.15
-0.013,147.03,-204.1
-0.012,139.45,-206.94
-0.011,133.33,-207.85
-0.01,127,-210.9
-0.009,120.02,-214.05
-0.009,111.93,-215.8
-0.008,102.16,-213.51
-0.007,91.62,-215.51
-0.006,80.69,-213.84
-0.006,70.48,-213.82
-0.005,59.37,-211.41
-0.004,50.35,-212
-0.003,38.91,-213.67
-0.003,31.28,-215.54
-0.002,22.85,-216.78
-0.001,11.66,-218.61
-0.001,3.72,-220.07
0.001,-41,-435.66
0.001,-53.34,-432.6
0.002,-68.54,-433.97
0.003,-82.22,-438.79
0.003,-96.8,-442.29
0.004,-113.41,-445.3
0.005,-131.45,-449.39
0.005,-148.45,-449.25
0.006,-168.72,-450.07
0.007,-187.93,-447.74
0.008,-207.43,-450.26
0.009,-223.27,-447.72
0.01,-239.53,-449.78
0.01,-254.79,-450.51
0.011,-271.21,-453.89
0.012,-289.46,-459.32
0.013,-307.24,-464.89
0.013,-326.68,-471.15
0.014,-346.02,-473.3
0.014,-364.69,-476.91
0.015,-380.44,-477.14
0.016,-395.65,-476.97
0.016,-407.51,-474.73
0.017,-419.16,-472.27
0.018,-429.05,-470.56
0.018,-438.5,-472.56
0.019,-451,-474.31
0.02,-462.21,-479.82
0.02,-475.3,-481.83
0.021,-490.34,-481.29
0.022,-503.4,-483.67
0.022,-516.71,-480.84
0.023,-526.95,-478.26
0.024,-535.18,-474.31
0.025,-544.67,-470.27
0.025,-551.7,-468.96
0.026,-557,-465.03
0.027,-564.21,-468.07
0.028,-573.66,-472.2
0.028,-583.88,-474.91
0.029,-596.35,-476.03
0.029,-610.78,-476.47
0.03,-622.69,-474.02
0.031,-632.39,-473.29
0.032,-638.67,-471.79
0.032,-641.94,-462.83
0.033,-643.3,-456.89
0.034,-643.9,-453.63
0.034,-645.31,-453.31
0.035,-650.85,-458.76
0.036,-661.22,-458.31
0.037,-673.61,-461.88
0.038,-686.84,-463.28
0.038,-697.82,-464.21
0.039,-706.78,-461.06
0.04,-710.92,-457.61
0.04,-713.13,-453.33
0.041,-713.07,-449.17
0.042,-710.8,-442.76
0.042,-710.09,-443.75
0.043,-713.34,-446.74
0.044,-724.54,-449.29
0.044,-736.12,-450.75
0.045,-751.25,-453.92
0.046,-766.77,-456.48
0.046,-774.14,-454.7
0.047,-779.93,-451.67
0.047,-778.62,-448.51
0.048,-774.18,-444.25
0.049,-769.26,-438.96
0.049,-766.08,-436.7
0.05,-769.22,-436.33
0.051,-778.32,-441.87
0.052,-793.55,-445.85
0.052,-811.55,-450.07
0.053,-825.4,-449.43
0.054,-834.31,-450.14
0.054,-837.2,-447.15
0.056,-836.52,-442.19
0.056,-830.23,-439.48
0.057,-824.66,-433.91
0.057,-821.06,-431.48
0.058,-821.2,-433.06
0.059,-832.65,-438.29
0.06,-847.19,-444.11
0.061,-862.97,-447.11
0.061,-878.35,-448.61
0.062,-887.38,-449.65
0.063,-888.91,-445.22
0.063,-884.62,-443.56
0.064,-877.05,-436.45
0.064,-870.06,-434.78
0.065,-863.03,-432.09
0.066,-865.13,-431.04
0.066,-873.55,-436.26
0.067,-887.33,-439.98
0.068,-903.22,-446.42
0.068,-917.84,-447.14
0.069,-927.55,-445.89
0.07,-928.13,-446.02
0.071,-924.08,-443.15
0.071,-916.4,-438.59
0.072,-909.3,-433.6
0.073,-902.55,-430.74
0.073,-902.66,-430.93
0.074,-905.92,-432.84
0.075,-920.37,-439.8
0.076,-935.7,-444.26
0.077,-952.83,-445.91
0.077,-961.26,-445.87
0.078,-964.72,-446.05
0.078,-961.19,-441.77
0.079,-951.04,-437.85
0.08,-943.29,-433.94
0.081,-932.85,-429.98
0.081,-927.35,-428.27
0.082,-930.2,-427.79
0.083,-941,-432.17
0.083,-957.08,-439.7
0.084,-973.57,-440.48
0.085,-985.2,-443.01
0.086,-992.9,-443.79
0.086,-990.21,-440.88
0.087,-983.91,-437.12
0.088,-974.3,-435.81
0.088,-963.92,-429.9
0.089,-957.59,-428.21
0.09,-957.01,-428.13
0.09,-965.16,-433.01
0.091,-979,-437.02
0.092,-998.31,-442.02
0.093,-1012.88,-443.99
0.093,-1021.21,-443.59
0.094,-1019.94,-442.59
0.095,-1010.87,-440.47
0.095,-999.77,-435.83
0.096,-986.02,-431.07
0.097,-976.3,-428.72
0.097,-972.89,-426.43
0.098,-976.7,-430.68
0.099,-990.6,-432.27
0.099,-1009.25,-438.65
0.1,-1027.45,-442.05
0.101,-1036.28,-442.29
0.102,-1035.74,-443.24
0.102,-1029.49,-437.94
0.103,-1017.05,-434.3
0.104,-1005.11,-428.18
0.104,-993.46,-427.4
0.105,-990.17,-426.07
0.106,-991.22,-425.54
0.107,-1004.52,-431.68
0.107,-1022.55,-435.98
0.108,-1041.12,-438.78
0.108,-1054.23,-442.23
0.109,-1055.62,-442.18
0.11,-1050.59,-438.97
0.11,-1039.86,-434.56
0.111,-1026.04,-430.44
0.112,-1014.1,-425.63
0.113,-1006.49,-422.46
0.113,-1003.82,-422.62
0.114,-1012.91,-428.5
0.115,-1028.63,-430.93
0.115,-1046.67,-436.91
0.116,-1061.13,-437.37
0.117,-1068.09,-438.19
0.118,-1065.26,-436.53
0.118,-1055.57,-434.51
0.119,-1043.77,-432.44
0.12,-1031.54,-426.99
0.121,-1020.97,-422.67
0.121,-1017.46,-421.7
0.122,-1019.4,-424.37
0.123,-1032.64,-427.92
0.123,-1051.25,-433.06
0.124,-1069.39,-436.16
0.125,-1081.17,-440.43
0.125,-1082.49,-437.9
0.126,-1077.15,-438.7
0.127,-1067.37,-435.01
0.127,-1052.94,-428.93
0.128,-1039.02,-425.18
0.129,-1029.94,-421.36
0.13,-1028.07,-422.21
0.13,-1037.47,-424.44
0.131,-1054.85,-430.02
0.132,-1076.24,-436.58
0.132,-1094.04,-440
0.133,-1100.33,-443.23
0.134,-1099.12,-440.15
0.135,-1089.61,-438.55
0.135,-1076.23,-434.23
0.136,-1059.56,-428.6
0.136,-1047.77,-424.34
0.137,-1041.22,-423.25
0.138,-1045.82,-424.97
0.138,-1060.55,-429.01
0.139,-1081.13,-435.59
0.14,-1100.43,-439.76
0.14,-1113.59,-438.85
0.141,-1113.66,-440.8
0.142,-1108.17,-438.06
0.143,-1095.68,-437.79
0.144,-1079.7,-430.94
0.144,-1065.9,-426.62
0.145,-1055.5,-425.6
0.146,-1056.09,-425.08
0.146,-1069.92,-428.54
0.147,-1092.85,-434.74
0.148,-1116.34,-442.4
0.148,-1133.55,-446.77
0.149,-1139.86,-446.2
0.15,-1133.68,-445.72
0.15,-1120.99,-439.1
0.151,-1104.01,-437.11
0.152,-1086.64,-433.23
0.152,-1073.32,-428.32
0.153,-1070.11,-427.09
0.154,-1077.62,-429.28
0.155,-1096.24,-435.55
0.156,-1118.44,-439.89
0.156,-1136.99,-443.17
0.157,-1147.25,-446.54
0.157,-1144.65,-447.54
0.158,-1134.13,-443.4
0.159,-1119.74,-438.45
0.159,-1103.15,-435.29
0.16,-1089.33,-431.77
0.161,-1079.67,-429.59
0.161,-1081.65,-428.69
0.162,-1094.18,-433.59
0.163,-1115.65,-438.24
0.164,-1137.5,-442.05
0.164,-1152.25,-446.29
0.165,-1155.74,-446.53
0.166,-1147.45,-443.53
0.167,-1132.91,-442.29
0.167,-1116.48,-438.82
0.168,-1099.8,-433.87
0.168,-1085.89,-428.92
0.169,-1080.56,-429.68
0.17,-1088.05,-431.14
0.171,-1107.42,-436.41
0.171,-1129.41,-439.58
0.172,-1149.26,-445.25
0.173,-1159.12,-446.95
0.173,-1156.84,-445.69
0.174,-1146.7,-442.95
0.175,-1129.37,-440.17
0.175,-1110.85,-437.05
0.176,-1095.57,-431.29
0.177,-1083.1,-429.8
0.178,-1083.8,-428.8
0.178,-1096.78,-432.69
0.179,-1118.95,-436.17
0.18,-1141.92,-443.11
0.18,-1157.59,-446.33
0.181,-1162.61,-448.04
0.182,-1156.3,-447.54
0.182,-1142.46,-444.29
0.183,-1123.8,-438.24
0.184,-1103.15,-435.41
0.184,-1088.56,-431.13
0.185,-1081.14,-431.51
0.186,-1087.89,-431.97
0.187,-1107.13,-434.33
0.188,-1130.74,-440.12
0.188,-1150.77,-443.99
0.189,-1161.75,-448.82
0.19,-1159.81,-446.52
0.19,-1148.73,-446.36
0.191,-1131.54,-443.63
0.192,-1112.15,-441.86
0.192,-1094.23,-435.78
0.193,-1083.91,-433.88
0.194,-1083.69,-432.6
0.194,-1098.87,-437.11
0.195,-1120.42,-438.08
0.196,-1142.01,-445.13
0.196,-1156.96,-445.46
0.197,-1159.1,-447.3
0.198,-1150.85,-445.06
0.199,-1136.12,-443.84
0.199,-1116.19,-440.07
0.2,-1099.12,-435.83
0.201,-1083.96,-434.64
0.201,-1078.2,-433.14
0.202,-1083.75,-432.03
0.203,-1102.51,-434.77
0.203,-1125.86,-438.49
0.204,-1145.36,-444.7
0.205,-1156.88,-450.95
0.205,-1154.92,-451.33
0.206,-1145.28,-454.05
0.206,-1130.13,-453.24
0.206,-1115.63,-448.54
0.206,-1106.68,-444.08
0.207,-1100.38,-440.06
0.206,-1101.73,-436.82
0.207,-1109.99,-435.42
0.213,-1148.66,-447.36
0.213,-1167.97,-452.61
0.213,-1177.66,-457.67
0.213,-1179.8,-458.32
0.213,-1172.1,-457.37
0.213,-1157.13,-454.87
0.212,-1135.74,-451.31
0.212,-1114.25,-445.04
0.212,-1098.56,-442.05
0.212,-1096.2,-439.09
0.212,-1106.6,-442.47
0.212,-1131.57,-446.58
0.212,-1157.8,-454.72
0.212,-1176.57,-458.71
0.212,-1185.44,-462.23
0.212,-1179.27,-460.86
0.212,-1161.99,-456.53
0.212,-1139.06,-450.06
0.211,-1113.45,-445.91
0.211,-1093.58,-440.1
0.211,-1085.74,-437.27
0.21,-1092.01,-438.87
0.21,-1111.32,-442.7
0.209,-1139.83,-446.95
0.208,-1165.94,-453.37
0.208,-1180.34,-456.44
0.207,-1182.57,-457.08
0.206,-1170.85,-454.5
0.205,-1153.14,-451.96
0.204,-1129.4,-445.31
0.203,-1108.03,-439.62
0.203,-1090.89,-436.94
0.202,-1087.28,-434.47
0.201,-1099,-435.08
0.2,-1121.85,-440.54
0.2,-1149.61,-446.9
0.199,-1168.76,-451.94
0.198,-1179.24,-455.5
0.198,-1173.66,-455.17
0.197,-1157.8,-450.21
0.196,-1137.17,-446.46
0.196,-1115.66,-441.55
0.195,-1099.64,-436.98
0.195,-1090.61,-434.4
0.194,-1092.76,-434.57
0.194,-1109.61,-436.68
0.193,-1130.09,-445.12
0.192,-1152.24,-449.68
0.192,-1164.03,-452.31
0.191,-1166.68,-450.72
0.19,-1158.28,-452.14
0.19,-1143.72,-448.39
0.189,-1127.86,-444.08
0.188,-1112.78,-440.68
0.187,-1102.93,-435.72
0.187,-1098.38,-436.45
0.186,-1103.92,-439.43
0.185,-1117.68,-442.08
0.184,-1136.2,-444.79
0.184,-1152.83,-450.13
0.183,-1161.18,-452.35
0.182,-1160.31,-450.99
0.181,-1150.86,-447.28
0.181,-1137.01,-446.17
0.18,-1121.92,-443.13
0.179,-1110.28,-437.67
0.178,-1097.64,-437.17
0.178,-1094.34,-436.6
0.178,-1101.14,-439.29
0.177,-1116.27,-441.15
0.176,-1134.75,-445.33
0.175,-1149.38,-449.14
0.175,-1155.59,-453.76
0.174,-1152.72,-452.89
0.174,-1145.21,-450.13
0.173,-1130.8,-446.7
0.172,-1118.35,-443.62
0.171,-1105.38,-441.12
0.171,-1095.47,-439.36
0.17,-1094.94,-437.9
0.169,-1103.1,-442.27
0.169,-1119.83,-445.59
0.168,-1138.4,-451.49
0.167,-1152.91,-453.63
0.166,-1156.44,-453.75
0.165,-1152.29,-454.87
0.165,-1141.27,-450.12
0.164,-1126.1,-447.33
0.163,-1110.15,-445.06
0.163,-1096.49,-441.63
0.162,-1089.39,-439.47
0.161,-1090.76,-440.14
0.161,-1105.37,-442.17
0.16,-1124.54,-449.1
0.159,-1140.39,-452.83
0.159,-1149.35,-456.9
0.158,-1150.82,-457.23
0.158,-1143.55,-454.63
0.157,-1128.66,-448.48
0.156,-1113.66,-447.7
0.155,-1097.12,-443.32
0.155,-1086.64,-440.27
0.154,-1081.93,-442.26
0.153,-1089.3,-442.71
0.152,-1105.39,-447.78
0.152,-1125.4,-451.59
0.151,-1141.29,-455.06
0.15,-1147.37,-455.02
0.15,-1143.33,-455.31
0.149,-1130.97,-453.47
0.148,-1117.08,-448.75
0.147,-1099.75,-444.92
0.147,-1083.12,-442.7
0.146,-1074.36,-440.52
0.145,-1073.5,-440.87
0.145,-1085.88,-444.52
0.144,-1106.06,-449.53
0.143,-1124.52,-453.53
0.143,-1138.41,-456.87
0.142,-1140.45,-458.94
0.141,-1131.53,-456.28
0.141,-1115.8,-453.9
0.14,-1097.79,-449.62
0.139,-1079.94,-443.28
0.139,-1068.79,-441.1
0.138,-1064.42,-439.34
0.137,-1071.44,-443.91
0.136,-1089.29,-449.69
0.136,-1107.34,-454.23
0.135,-1122.04,-458.53
0.134,-1126.84,-460.43
0.133,-1121.24,-457.34
0.133,-1108.66,-455
0.132,-1091.68,-450.97
0.131,-1073.52,-447.7
0.131,-1061.73,-443.18
0.13,-1054.93,-441.44
0.129,-1056.22,-442.82
0.128,-1066.59,-446.06
0.128,-1083.99,-452.23
0.127,-1099.8,-455.65
0.126,-1107.29,-460.35
0.126,-1107.5,-457.2
0.125,-1096.98,-457.51
0.125,-1081.84,-451.64
0.124,-1065.45,-445.59
0.123,-1050.09,-442.76
0.123,-1038.4,-439.72
0.122,-1034.3,-437.57
0.121,-1039.13,-441.89
0.12,-1053.53,-447.24
0.12,-1069.52,-451.21
0.119,-1081.8,-455.47
0.118,-1085.23,-457.38
0.118,-1079.71,-455.44
0.117,-1068.75,-450.28
0.116,-1055.54,-449.74
0.115,-1041.92,-444.16
0.115,-1030.94,-441.08
0.114,-1024.1,-439.42
0.113,-1025.38,-441.97
0.113,-1032.89,-444.61
0.112,-1046.56,-449.29
0.111,-1058.53,-454.37
0.111,-1066,-455.59
0.11,-1066.08,-455.52
0.109,-1059.25,-454.06
0.108,-1047.39,-450.49
0.108,-1034.29,-448.69
0.107,-1019.71,-444.65
0.107,-1007.97,-439.87
0.106,-1004.45,-441.07
0.105,-1005.19,-442
0.104,-1014.93,-445.37
0.104,-1026.87,-449.71
0.103,-1037.11,-453.9
0.102,-1041.73,-455.25
0.102,-1040,-452.81
0.101,-1030.95,-452.24
0.1,-1018.52,-446.3
0.099,-1005.37,-445.61
0.099,-990.08,-439.63
0.098,-982.57,-438.13
0.097,-980.3,-438.43
0.096,-986.6,-442.93
0.096,-997.58,-446.76
0.095,-1008.81,-452.49
0.095,-1017.79,-453.47
0.094,-1019.06,-452.09
0.093,-1013.63,-452.43
0.093,-1003.2,-448.21
0.092,-987.85,-441.81
0.091,-972.63,-438.9
0.091,-961.16,-436.67
0.09,-955.5,-433.72
0.089,-956.24,-438.36
0.088,-964.52,-442.05
0.087,-976.1,-446.94
0.087,-985.98,-449.33
0.086,-989.51,-449.92
0.085,-985.13,-451.69
0.085,-975.53,-448.52
0.084,-963.21,-444.48
0.083,-949.28,-442.06
0.083,-935.57,-438.42
0.082,-927.37,-433.31
0.081,-925.25,-432.94
0.081,-930.16,-438.89
0.08,-938.98,-442.36
0.079,-948.53,-448.37
0.079,-954.36,-450.16
0.078,-953.02,-449.08
0.077,-947.37,-448.12
0.077,-937,-445.15
0.076,-923.92,-441.7
0.075,-910.73,-440.06
0.075,-900.5,-435.03
0.074,-892.28,-435.29
0.073,-890.73,-436.61
0.072,-896.94,-439.45
0.072,-903.85,-444.78
0.071,-910.08,-448.17
0.07,-912.08,-448.74
0.07,-908.09,-448.02
0.069,-899.7,-445.9
0.068,-887.43,-442.74
0.068,-874.17,-440.3
0.067,-860.31,-435.32
0.066,-849.45,-432
0.065,-842.4,-433.34
0.064,-840.95,-434.95
0.064,-844.37,-438.09
0.063,-848.7,-442.6
0.062,-852.27,-445.98
0.062,-851.23,-447.43
0.061,-847.18,-446.19
0.06,-836.18,-442.6
0.06,-824.56,-439.08
0.059,-812.86,-435.13
0.058,-800.44,-431.8
0.057,-792.85,-432.96
0.057,-787.88,-434.22
0.056,-789.28,-438.64
0.055,-793.45,-443.89
0.055,-796.23,-444.81
0.054,-796.95,-445.12
0.054,-791.47,-441.32
0.053,-781.57,-443.67
0.052,-771.38,-440.97
0.052,-757.71,-438.08
0.051,-742.37,-432.91
0.05,-731.31,-430.24
0.049,-724.65,-431.65
0.049,-720.35,-435.61
0.048,-721.49,-436.49
0.048,-721.82,-441.09
0.047,-722.26,-442.17
0.046,-718.29,-442.05
0.045,-710.03,-440.78
0.045,-698.34,-439.2
0.044,-686.04,-434.02
0.043,-671.92,-430.89
0.042,-658.8,-426.91
0.041,-650.18,-429.39
0.041,-645.12,-430.3
0.04,-641.78,-433.37
0.039,-639.35,-436.3
0.038,-637.61,-440.65
0.038,-633.52,-439.56
0.037,-625.06,-437.52
0.036,-614.83,-436.2
0.036,-604.46,-433.27
0.035,-592.57,-428.13
0.035,-581.12,-426.38
0.034,-569.33,-423.7
0.033,-562.33,-424.3
0.033,-555.89,-429.22
0.032,-551.43,-428.48
0.032,-548.54,-433.18
0.031,-544.28,-434.29
0.03,-538.93,-434.17
0.03,-529.96,-432.66
0.029,-519.47,-429.19
0.028,-507.92,-425.9
0.027,-496.12,-422.85
0.026,-482.46,-420.47
0.026,-470.75,-419.95
0.025,-460.63,-423.33
0.024,-452.45,-425.4
0.024,-445.64,-427.45
0.023,-438.88,-429.62
0.022,-431.25,-428.76
0.021,-422.46,-427.55
0.02,-411.89,-422.5
0.02,-398.13,-424.51
0.019,-385.9,-421.21
0.018,-370.55,-416.56
0.018,-355.2,-412.05
0.017,-343.65,-415.76
0.016,-332.49,-415.78
0.016,-323.53,-418.29
0.015,-315.09,-419.91
0.014,-308.4,-421.31
0.014,-300.19,-421.25
0.013,-288.99,-421.64
0.012,-276.55,-416.95
0.012,-262.13,-415.76
0.011,-249.14,-409.54
0.01,-232.94,-409.28
0.009,-218.05,-410
0.009,-203.57,-409.21
0.008,-190.83,-411.43
0.007,-180.65,-414.35
0.007,-169.1,-412.01
0.006,-155.84,-413.57
0.005,-143.34,-409.91
0.005,-129.79,-406.92
0.004,-112.94,-405.08
0.003,-96.3,-397.63
0.003,-78.46,-399.3
0.002,-60.53,-395.71
0.001,-44,-396.77
0.001,-26.78,-398.04
0,-11.6,-402.17
-0.001,4.34,-406.75
-0.002,18.75,-408.23
-0.002,32.52,-409.5
-0.003,47.84,-407.46
-0.004,64.22,-407.07
-0.005,80.14,-404.56
-0.006,97.99,-401.18
-0.006,117.45,-399.03
-0.007,139.39,-401.52
-0.008,158.85,-406.3
-0.008,179.54,-410.9
-0.009,196.61,-415.34
-0.01,212.38,-418.13
-0.011,226.41,-420.88
-0.011,238.89,-419.92
-0.011,251.59,-422.08
-0.012,263.6,-417.85
-0.013,278.56,-414.54
-0.013,295.18,-414.18
-0.014,313.23,-415.89
-0.014,330.5,-418.76
-0.015,349.14,-425.07
-0.016,366.44,-426.75
-0.016,380.72,-430.23
-0.017,391.8,-433.91
-0.018,400.7,-435.87
-0.019,407.53,-433.91
-0.02,416.6,-432.23
-0.02,427.65,-429.06
-0.021,439.31,-427.32
-0.022,455.28,-426.24
-0.023,474.55,-429.99
-0.024,494.88,-430.94
-0.024,512.37,-436.36
-0.025,527.64,-437.33
-0.026,538.09,-442.46
-0.027,546.92,-443.39
-0.027,551.89,-443.18
-0.028,557.28,-442.92
-0.029,562.73,-441.33
-0.029,570.63,-437.1
-0.03,580.24,-433.57
-0.031,593.33,-433.39
-0.031,608.6,-436.74
-0.032,623.62,-438.87
-0.032,634.56,-442.37
-0.033,642.26,-444.54
-0.034,647.71,-446.96
-0.034,648.98,-445.15
-0.035,650.53,-444.09
-0.036,652.59,-441.6
-0.036,655.31,-437.75
-0.037,660.09,-435.33
-0.037,669.66,-435.19
-0.038,682.99,-436.24
-0.039,698.17,-441.2
-0.04,711.26,-443.98
-0.041,722.22,-442.91
-0.042,729.81,-444.85
-0.042,733.28,-445.95
-0.043,736.79,-443.84
-0.044,737.47,-443.37
-0.045,739.35,-442.24
-0.045,742.21,-436.23
-0.046,747.62,-434.75
-0.046,758.09,-437.28
-0.047,770.3,-438.99
-0.048,785.49,-440.23
-0.049,798.2,-442.18
-0.049,807.82,-442.08
-0.05,811.21,-445.04
-0.05,810.69,-446.75
-0.051,808.45,-444.23
-0.052,804.16,-439.23
-0.052,800.25,-435.74
-0.053,800.75,-432.74
-0.054,808.66,-433.6
-0.054,820.29,-433.59
-0.055,836.59,-436.15
-0.056,851.99,-440.19
-0.057,863,-440.43
-0.057,868.52,-441.89
-0.058,869.73,-443.18
-0.059,865.69,-444.29
-0.06,862.29,-440.52
-0.06,858,-440.98
-0.061,858.15,-438.34
-0.062,864.3,-434.45
-0.062,876.82,-436.24
-0.063,892.59,-435.69
-0.064,907.07,-437.05
-0.065,918.9,-439.78
-0.065,923.08,-442.85
-0.066,922.82,-442.76
-0.067,917.95,-442.79
-0.067,910.32,-441.95
-0.068,904.8,-441.92
-0.069,900.01,-435.02
-0.069,900.91,-432.58
-0.07,910.7,-431.15
-0.071,924.51,-433.22
